Name, Price, Link, Img
Samsung Galaxy Note 10 Lite N770 Dual Sim 128GB,8899,https://www.smart.md/smartphone_samsung-galaxy-note-10-lite-n770-dual-sim-128gb-aura-glow.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/note10lite/samsung-galaxy-note-10-lite-n770-128gb6gb-dual-sim-silver-335x335.jpg
Xiaomi Redmi Note 9S Dual Sim 6GB RAM 128GB Aurora Blu,4699,https://www.smart.md/smartphone_xiaomi-redmi-note-9s-dual-sim-6gb-ram-128gb-aurora-blue.html,https://www.smart.md/image/cache/data/produse/telefoane/xiaomi/Note 9S /foto2-200331023246-335x335.jpg
Samsung Galaxy Note 10 Dual SIM 256GB 8GB RAM (N970),12799,https://www.smart.md/smartphone_samsung-galaxy-note-10-dual-sim-256gb-8gb-ram-n970-aura-black.html,https://www.smart.md/image/cache/data/produse/telefoane/galaxynote/201908080638079263-335x335.jpg
Huawei P40 Lite Dual Sim 6GB RAM 128GB,5499,https://www.smart.md/smartphone_huawei-p40-lite-dual-sim-6gb-ram-128gb-crush-green.html,https://www.smart.md/image/cache/data/produse/telefoane/Huawei/P40 Lite /res_84e39f82d766c0802cb659d3be163da2_450x450_g9oq-335x335.jpg
Apple iPhone 11 Pro 64GB,19499,https://www.smart.md/smartphone_apple-iphone-11-pro-64gb-gold.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax64GBGold-335x335.jpg
Samsung Galaxy S10 Lite G770 LTE Dual Sim 128GB,8999,https://www.smart.md/smartphone_samsung-galaxy-s10-lite-g770-lte-dual-sim-128gb-white.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/s10lite/samsung_galaxy_g770_white1-335x335.png
Samsung Galaxy M31(M315F) 6/128Gb,5299,https://www.smart.md/smartphone_samsung-galaxy-m31m315f-6128gb-black.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/M31/samsung_galaxy_m31_6_128gb_black_images_16893926757-335x335.jpg
Realme 6 4/64Gb,4199,https://www.smart.md/realme-6-464gb-blue.html,https://www.smart.md/image/cache/data/produse/telefoane/Realme/6/realme6arrivamodalitaslomotiona120fps1-335x335.jpg
Huawei P40 5G Dual Sim 8GB RAM 128GB,11999,https://www.smart.md/smartphone_huawei-p40-5g-dual-sim-8gb-ram-128gb-black.html,https://www.smart.md/image/cache/data/produse/telefoane/Huawei/P40/2b2e85af-070d-40ec-b9fc-8987b2323620_1024x1024-335x335.jpg
Samsung Galaxy A71 A715 Dual Sim 6GB RAM 128GB,7399,https://www.smart.md/smartphone_samsung-galaxy-a71-a715-dual-sim-6gb-ram-128gb-silver.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/A71/galaxy_a715_silver_1-335x335.png
Xiaomi Redmi Note 9 Pro Dual Sim 6GB RAM 128GB Interst,5329,https://www.smart.md/smartphone_xiaomi-redmi-note-9-pro-dual-sim-6gb-ram-128gb-interstellar-gray.html,https://www.smart.md/image/cache/data/HP-2020/thumb_500x500_xiaomiredminote9pro6128gbinterstellargray6671080x2400ipsqualcommsm7125snapdragon720g8nmoctacore2x23ghzkryo465gold6x18ghzkryo465silveradreno618ram6gb9359843869499-335x335.png
Realme 6i 3/64Gb,3199,https://www.smart.md/realme-6i-364gb-green.html,https://www.smart.md/image/cache/data/produse/telefoane/Realme/6i/realme_6i_4gb_128gb_verde_04_ad_l-335x335.jpg
Apple iPhone 11 Pro 64GB,19499,https://www.smart.md/smartphone_apple-iphone-11-pro-64gb-silver.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax64GBSilver-335x335.jpg
Samsung Galaxy A31 (A315) Dual Sim 4/64Gb,4299,https://www.smart.md/smartphone_samsung-galaxy-a31-a315-dual-sim-464gb-black.html,https://www.smart.md/image/cache/data/dulapuri-folder/samsung_galaxy_a315_black1-335x335.png
Samsung Galaxy Note 10 Dual SIM 256GB 8GB RAM (N970),12799,https://www.smart.md/smartphone_Samsung-GalaxyNote10-DualSIM-256GB-8GBRAM-(N970)-Red,https://www.smart.md/image/cache/data/produse/telefoane/samsung/note10/samsung_galaxy_n970_red1-335x335.png
Apple iPhone 11 Pro 256GB Midnight,23199,https://www.smart.md/smartphone_apple-iphone-11-pro-256gb-midnight-green.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax64GBMidnightGreen-335x335.jpg
Samsung Galaxy S20 (G980F) Dual Sim 128GB,15599,https://www.smart.md/smartphone_samsung-galaxy-s20-g980f-dual-sim-128gb-cloud-blue.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/S20/d875d2658d5b1bb8832a4589634c84a1-335x335.jpg
Samsung Galaxy S20+ (G985F) Dual Sim 128GB Blac,17999,https://www.smart.md/smartphone_samsung-galaxy-s20-g985f-dual-sim-128gb-cosmic-black.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/S20+/samsung-galaxy-s20-plus-dual-sim-128gb-8gb-ram-4g-lte-cosmic-black-pre-order-17b-335x335.jpg
Xiaomi Redmi Note 9S Dual Sim 6GB RAM 128GB Wh,4699,https://www.smart.md/smartphone_xiaomi-redmi-note-9s-dual-sim-6gb-ram-128gb-glacier-white.html,https://www.smart.md/image/cache/data/produse/telefoane/xiaomi/Note 9S /foto2-200331024536-335x335.jpg
Samsung Galaxy Note 10 Dual SIM 256GB 8GB RAM (N970),12799,https://www.smart.md/smartphone_samsung-galaxy-note-10-dual-sim-256gb-8gb-ram-n970-aura-black.html-1,https://www.smart.md/image/cache/data/produse/telefoane/samsung/note10/glow-335x335.jpg
Samsung Galaxy A71 A715 Dual Sim 6GB RAM 128GB,7399,https://www.smart.md/smartphone_samsung-galaxy-a71-a715-dual-sim-6gb-ram-128gb-blue.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/A71/galaxy_a715_blue_1-335x335.png
Samsung Galaxy A51 (A515) 6GB/128GB Dual Sim,6199,https://www.smart.md/smartphone_samsung-galaxy-a51-a515-6gb128gb-dual-sim-white.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/A51/samsung_galaxy_a515_white1-335x335.png
Xiaomi Mi 10 5G 8GB RAM 256GB,12199,https://www.smart.md/smartphone_xiaomi-mi-10-5g-8gb-ram-256gb-green.html,https://www.smart.md/image/cache/data/produse/telefoane/xiaomi/Mi 10 /pms_1581494292.17763824-600x600-335x335.jpg
Realme 6 4/64Gb,4199,https://www.smart.md/realme-6-464gb-white.html,https://www.smart.md/image/cache/data/produse/telefoane/Realme/6/thumb_333349_default_big-335x335.jpg
Apple iPhone 11 Pro Max 256GB,26199,https://www.smart.md/smartphone_apple-iphone-11-pro-max-256gb-gold.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax64GBGold-335x335.jpg
Samsung Galaxy S20+ (G985F) Dual Sim 128GB,17999,https://www.smart.md/smartphone_samsung-galaxy-s20-g985f-dual-sim-128gb-cloud-blue.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/S20+/64077-2-335x335.jpg
Huawei P40 5G Dual Sim 8GB RAM 128GB,11999,https://www.smart.md/smartphone_huawei-p40-5g-dual-sim-8gb-ram-128gb-silver.html,https://www.smart.md/image/cache/data/produse/telefoane/Huawei/P40/c542eb91-62d7-463b-b91b-7fb8f2314f4f_1024x1024-335x335.jpg
